"","date","N_tests_received","N_positive_recieved","N_tests_reported","N_positive_reported","hospt_admit","conc","new.cases","test","prop.pos_report","prop.pos_rec","target"
"290",2020-05-27,458,24,318,11,5,12600.8099182777,31,"R1, N2",0.0345911949685535,0.0524017467248908,"N2"
"291",2020-05-27,458,24,318,11,5,14016.2614239925,31,"R2, N1",0.0345911949685535,0.0524017467248908,"N1"
"292",2020-05-27,458,24,318,11,5,27654.5591238581,31,"R2, N2",0.0345911949685535,0.0524017467248908,"N2"
"293",2020-05-28,489,22,509,26,7,37406.0494197993,15,"R1, N1",0.0510805500982318,0.0449897750511247,"N1"
"294",2020-05-28,489,22,509,26,7,23926.7755378999,15,"R1, N2",0.0510805500982318,0.0449897750511247,"N2"
"295",2020-05-28,489,22,509,26,7,31159.6051949173,15,"R2, N1",0.0510805500982318,0.0449897750511247,"N1"
"296",2020-05-28,489,22,509,26,7,36150.5114607948,15,"R2, N2",0.0510805500982318,0.0449897750511247,"N2"
"297",2020-05-29,607,12,414,13,6,33111.0362753307,25,"R1, N1",0.0314009661835749,0.0197693574958814,"N1"
"298",2020-05-29,607,12,414,13,6,18910.6912686439,25,"R1, N2",0.0314009661835749,0.0197693574958814,"N2"
"299",2020-05-29,607,12,414,13,6,13380.89966909,25,"R2, N1",0.0314009661835749,0.0197693574958814,"N1"
"300",2020-05-29,607,12,414,13,6,31434.9717518108,25,"R2, N2",0.0314009661835749,0.0197693574958814,"N2"
"301",2020-05-30,270,12,552,24,5,20750.9028215686,7,"R1, N1",0.0434782608695652,0.0444444444444444,"N1"
"302",2020-05-30,270,12,552,24,5,20327.1352185461,7,"R1, N2",0.0434782608695652,0.0444444444444444,"N2"
"303",2020-05-30,270,12,552,24,5,13498.8757126976,7,"R2, N1",0.0434782608695652,0.0444444444444444,"N1"
"304",2020-05-30,270,12,552,24,5,18974.9064215457,7,"R2, N2",0.0434782608695652,0.0444444444444444,"N2"
"305",2020-05-31,154,5,324,7,3,35812.1928085438,58,"R1, N1",0.0216049382716049,0.0324675324675325,"N1"
"306",2020-05-31,154,5,324,7,3,11673.7064461517,58,"R1, N2",0.0216049382716049,0.0324675324675325,"N2"
"307",2020-05-31,154,5,324,7,3,21612.0243933175,58,"R2, N1",0.0216049382716049,0.0324675324675325,"N1"
"308",2020-05-31,154,5,324,7,3,19900.5751977384,58,"R2, N2",0.0216049382716049,0.0324675324675325,"N2"
"309",2020-06-01,442,19,285,12,5,37911.525605005,17,"R1, N1",0.0421052631578947,0.0429864253393665,"N1"
"310",2020-06-01,442,19,285,12,5,28493.9766097443,17,"R1, N2",0.0421052631578947,0.0429864253393665,"N2"
"311",2020-06-01,442,19,285,12,5,45515.2661695654,17,"R2, N1",0.0421052631578947,0.0429864253393665,"N1"
"312",2020-06-01,442,19,285,12,5,24267.3036852403,17,"R2, N2",0.0421052631578947,0.0429864253393665,"N2"
"313",2020-06-02,1037,72,506,7,NA,NA,NA,NA,0.0138339920948617,0.0694310511089682,"N1"
"314",2020-06-03,442,10,796,47,NA,NA,NA,NA,0.0590452261306533,0.0226244343891403,"N1"
"315",2020-06-04,493,13,661,46,NA,NA,NA,NA,0.0695915279878971,0.026369168356998,"N1"
"316",2020-06-05,374,12,335,7,NA,NA,NA,NA,0.0208955223880597,0.0320855614973262,"N1"
"317",2020-06-06,157,2,263,8,NA,NA,NA,NA,0.0304182509505703,0.0127388535031847,"N1"
"318",2020-06-07,143,1,255,6,NA,NA,NA,NA,0.0235294117647059,0.00699300699300699,"N1"
"319",2020-06-08,535,20,293,2,NA,NA,NA,NA,0.0068259385665529,0.0373831775700935,"N1"
"320",2020-06-09,481,11,340,8,NA,NA,NA,NA,0.0235294117647059,0.0228690228690229,"N1"
"321",2020-06-10,485,7,498,11,NA,NA,NA,NA,0.0220883534136546,0.0144329896907217,"N1"
"322",2020-06-11,368,5,356,5,NA,NA,NA,NA,0.0140449438202247,0.0135869565217391,"N1"
"323",2020-06-12,157,3,281,9,NA,NA,NA,NA,0.0320284697508897,0.0191082802547771,"N1"
"324",2020-06-13,46,0,115,0,NA,NA,NA,NA,0,0,"N1"
"325",2020-06-14,175,0,76,0,NA,NA,NA,NA,0,0,"N1"
"326",2020-06-15,388,4,171,0,NA,NA,NA,NA,0,0.0103092783505155,"N1"
"327",2020-06-16,470,1,323,2,NA,NA,NA,NA,0.00619195046439629,0.00212765957446809,"N1"
"328",2020-06-17,350,5,337,2,NA,NA,NA,NA,0.00593471810089021,0.0142857142857143,"N1"
"329",2020-06-18,446,4,407,1,NA,NA,NA,NA,0.00245700245700246,0.00896860986547085,"N1"
"330",2020-06-19,143,2,162,0,NA,NA,NA,NA,0,0.013986013986014,"N1"
"331",2020-06-20,226,2,153,1,NA,NA,NA,NA,0.0065359477124183,0.00884955752212389,"N1"
"332",2020-06-21,184,2,142,1,NA,NA,NA,NA,0.00704225352112676,0.0108695652173913,"N1"
"333",2020-06-22,554,5,222,2,NA,NA,NA,NA,0.00900900900900901,0.00902527075812274,"N1"
"334",2020-06-23,183,2,158,1,NA,NA,NA,NA,0.00632911392405063,0.0109289617486339,"N1"
"335",2020-06-24,242,2,177,1,NA,NA,NA,NA,0.00564971751412429,0.00826446280991736,"N1"
"336",2020-06-25,121,0,41,1,NA,NA,NA,NA,0.024390243902439,0,"N1"
"337",2020-06-26,2,0,125,0,NA,NA,NA,NA,0,0,"N1"
"338",2020-06-27,1,0,3,0,NA,NA,NA,NA,0,0,"N1"
"339",2020-06-28,162,2,126,0,NA,NA,NA,NA,0,0.0123456790123457,"N1"
"340",2020-06-29,657,2,247,0,NA,NA,NA,NA,0,0.0030441400304414,"N1"
"341",2020-06-30,459,3,457,4,NA,NA,NA,NA,0.0087527352297593,0.0065359477124183,"N1"
